series_id,series_name,year,quarter,period,value
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2017,"{'Codigo': 'II', 'Nombre': 'T2'}",,49.03
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2017,"{'Codigo': 'I', 'Nombre': 'T1'}",,47.97
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2016,"{'Codigo': 'IV', 'Nombre': 'T4'}",,49.27
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2016,"{'Codigo': 'III', 'Nombre': 'T3'}",,49.77
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2016,"{'Codigo': 'II', 'Nombre': 'T2'}",,48.54
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2016,"{'Codigo': 'I', 'Nombre': 'T1'}",,47.64
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2015,"{'Codigo': 'IV', 'Nombre': 'T4'}",,48.31
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2015,"{'Codigo': 'III', 'Nombre': 'T3'}",,48.96
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2015,"{'Codigo': 'II', 'Nombre': 'T2'}",,47.21
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2015,"{'Codigo': 'I', 'Nombre': 'T1'}",,46.2
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2014,"{'Codigo': 'IV', 'Nombre': 'T4'}",,46.44
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2014,"{'Codigo': 'III', 'Nombre': 'T3'}",,47.58
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2014,"{'Codigo': 'II', 'Nombre': 'T2'}",,45.83
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2014,"{'Codigo': 'I', 'Nombre': 'T1'}",,45.05
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2013,"{'Codigo': 'IV', 'Nombre': 'T4'}",,45.99
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2013,"{'Codigo': 'III', 'Nombre': 'T3'}",,46.86
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2013,"{'Codigo': 'II', 'Nombre': 'T2'}",,46.63
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2013,"{'Codigo': 'I', 'Nombre': 'T1'}",,46.49
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2012,"{'Codigo': 'IV', 'Nombre': 'T4'}",,47.62
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2012,"{'Codigo': 'III', 'Nombre': 'T3'}",,48.71
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2012,"{'Codigo': 'II', 'Nombre': 'T2'}",,47.97
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2012,"{'Codigo': 'I', 'Nombre': 'T1'}",,48.98
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2011,"{'Codigo': 'IV', 'Nombre': 'T4'}",,50.19
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2011,"{'Codigo': 'III', 'Nombre': 'T3'}",,51.32
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2011,"{'Codigo': 'II', 'Nombre': 'T2'}",,51.36
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2011,"{'Codigo': 'I', 'Nombre': 'T1'}",,50.88
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2010,"{'Codigo': 'IV', 'Nombre': 'T4'}",,51.59
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2010,"{'Codigo': 'III', 'Nombre': 'T3'}",,53.3
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2010,"{'Codigo': 'II', 'Nombre': 'T2'}",,52.03
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2010,"{'Codigo': 'I', 'Nombre': 'T1'}",,52.18
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2009,"{'Codigo': 'IV', 'Nombre': 'T4'}",,54.26
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2009,"{'Codigo': 'III', 'Nombre': 'T3'}",,54.92
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2009,"{'Codigo': 'II', 'Nombre': 'T2'}",,54.32
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2009,"{'Codigo': 'I', 'Nombre': 'T1'}",,55.48
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2008,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.3
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2008,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.97
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2008,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.18
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2008,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.71
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2007,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.33
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2007,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.28
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2007,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.41
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2007,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.71
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2006,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.35
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2006,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.81
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2006,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.03
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2006,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.26
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2005,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.26
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2005,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.52
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2005,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.39
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2005,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.74
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2004,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.27
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2004,"{'Codigo': 'III', 'Nombre': 'T3'}",,56.93
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2004,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.65
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2004,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.1
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2003,"{'Codigo': 'IV', 'Nombre': 'T4'}",,56.59
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2003,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.2
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2003,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.84
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2003,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.81
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2002,"{'Codigo': 'IV', 'Nombre': 'T4'}",,56.51
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2002,"{'Codigo': 'III', 'Nombre': 'T3'}",,56.55
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2002,"{'Codigo': 'II', 'Nombre': 'T2'}",,55.34
EPA442737,Tasa de empleo de la población. Hombres. Galicia. Total. ,2002,"{'Codigo': 'I', 'Nombre': 'T1'}",,54.58
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2025,"{'Codigo': 'II', 'Nombre': 'T2'}",,62.77
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2025,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.45
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2024,"{'Codigo': 'IV', 'Nombre': 'T4'}",,62.4
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2024,"{'Codigo': 'III', 'Nombre': 'T3'}",,61.7
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2024,"{'Codigo': 'II', 'Nombre': 'T2'}",,62.09
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2024,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.54
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2023,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.58
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2023,"{'Codigo': 'III', 'Nombre': 'T3'}",,62.25
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2023,"{'Codigo': 'II', 'Nombre': 'T2'}",,62.91
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2023,"{'Codigo': 'I', 'Nombre': 'T1'}",,60.56
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2022,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.29
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2022,"{'Codigo': 'III', 'Nombre': 'T3'}",,61.85
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2022,"{'Codigo': 'II', 'Nombre': 'T2'}",,62.28
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2022,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.64
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2021,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.73
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2021,"{'Codigo': 'III', 'Nombre': 'T3'}",,60.0
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2021,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.86
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2021,"{'Codigo': 'I', 'Nombre': 'T1'}",,60.42
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2020,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.04
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2020,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.55
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2020,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.24
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2020,"{'Codigo': 'I', 'Nombre': 'T1'}",,60.74
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2019,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.65
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2019,"{'Codigo': 'III', 'Nombre': 'T3'}",,61.35
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2019,"{'Codigo': 'II', 'Nombre': 'T2'}",,61.14
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2019,"{'Codigo': 'I', 'Nombre': 'T1'}",,60.47
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2018,"{'Codigo': 'IV', 'Nombre': 'T4'}",,60.73
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2018,"{'Codigo': 'III', 'Nombre': 'T3'}",,60.64
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2018,"{'Codigo': 'II', 'Nombre': 'T2'}",,60.62
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2018,"{'Codigo': 'I', 'Nombre': 'T1'}",,59.86
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2017,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.37
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2017,"{'Codigo': 'III', 'Nombre': 'T3'}",,60.43
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2017,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.35
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2017,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.84
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2016,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.78
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2016,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.84
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2016,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.37
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2016,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.47
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2015,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.65
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2015,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.32
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2015,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.05
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2015,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.54
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2014,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.38
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2014,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.74
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2014,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.9
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2014,"{'Codigo': 'I', 'Nombre': 'T1'}",,55.77
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2013,"{'Codigo': 'IV', 'Nombre': 'T4'}",,55.88
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2013,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.13
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2013,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.12
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2013,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.64
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2012,"{'Codigo': 'IV', 'Nombre': 'T4'}",,56.86
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2012,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.08
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2012,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.88
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2012,"{'Codigo': 'I', 'Nombre': 'T1'}",,57.72
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2011,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.55
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2011,"{'Codigo': 'III', 'Nombre': 'T3'}",,60.27
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2011,"{'Codigo': 'II', 'Nombre': 'T2'}",,60.56
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2011,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.37
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2010,"{'Codigo': 'IV', 'Nombre': 'T4'}",,61.83
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2010,"{'Codigo': 'III', 'Nombre': 'T3'}",,61.59
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2010,"{'Codigo': 'II', 'Nombre': 'T2'}",,61.83
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2010,"{'Codigo': 'I', 'Nombre': 'T1'}",,61.0
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2009,"{'Codigo': 'IV', 'Nombre': 'T4'}",,62.79
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2009,"{'Codigo': 'III', 'Nombre': 'T3'}",,62.35
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2009,"{'Codigo': 'II', 'Nombre': 'T2'}",,63.77
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2009,"{'Codigo': 'I', 'Nombre': 'T1'}",,64.15
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2008,"{'Codigo': 'IV', 'Nombre': 'T4'}",,66.81
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2008,"{'Codigo': 'III', 'Nombre': 'T3'}",,68.62
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2008,"{'Codigo': 'II', 'Nombre': 'T2'}",,68.35
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2008,"{'Codigo': 'I', 'Nombre': 'T1'}",,68.99
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2007,"{'Codigo': 'IV', 'Nombre': 'T4'}",,69.6
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2007,"{'Codigo': 'III', 'Nombre': 'T3'}",,71.01
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2007,"{'Codigo': 'II', 'Nombre': 'T2'}",,70.49
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2007,"{'Codigo': 'I', 'Nombre': 'T1'}",,70.43
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2006,"{'Codigo': 'IV', 'Nombre': 'T4'}",,70.76
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2006,"{'Codigo': 'III', 'Nombre': 'T3'}",,70.89
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2006,"{'Codigo': 'II', 'Nombre': 'T2'}",,69.58
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2006,"{'Codigo': 'I', 'Nombre': 'T1'}",,69.3
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2005,"{'Codigo': 'IV', 'Nombre': 'T4'}",,69.02
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2005,"{'Codigo': 'III', 'Nombre': 'T3'}",,68.85
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2005,"{'Codigo': 'II', 'Nombre': 'T2'}",,68.71
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2005,"{'Codigo': 'I', 'Nombre': 'T1'}",,68.01
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2004,"{'Codigo': 'IV', 'Nombre': 'T4'}",,68.08
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2004,"{'Codigo': 'III', 'Nombre': 'T3'}",,68.08
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2004,"{'Codigo': 'II', 'Nombre': 'T2'}",,67.65
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2004,"{'Codigo': 'I', 'Nombre': 'T1'}",,67.64
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2003,"{'Codigo': 'IV', 'Nombre': 'T4'}",,67.34
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2003,"{'Codigo': 'III', 'Nombre': 'T3'}",,67.56
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2003,"{'Codigo': 'II', 'Nombre': 'T2'}",,67.77
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2003,"{'Codigo': 'I', 'Nombre': 'T1'}",,66.87
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2002,"{'Codigo': 'IV', 'Nombre': 'T4'}",,67.21
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2002,"{'Codigo': 'III', 'Nombre': 'T3'}",,66.96
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2002,"{'Codigo': 'II', 'Nombre': 'T2'}",,67.37
EPA442742,"Tasa de empleo de la población. Hombres. Madrid, Comunidad de. Total. ",2002,"{'Codigo': 'I', 'Nombre': 'T1'}",,66.99
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2025,"{'Codigo': 'II', 'Nombre': 'T2'}",,60.39
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2025,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.14
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2024,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.37
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2024,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.47
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2024,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.85
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2024,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.07
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2023,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.6
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2023,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.07
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2023,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.51
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2023,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.42
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2022,"{'Codigo': 'IV', 'Nombre': 'T4'}",,59.24
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2022,"{'Codigo': 'III', 'Nombre': 'T3'}",,56.78
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2022,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.56
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2022,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.6
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2021,"{'Codigo': 'IV', 'Nombre': 'T4'}",,60.25
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2021,"{'Codigo': 'III', 'Nombre': 'T3'}",,59.34
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2021,"{'Codigo': 'II', 'Nombre': 'T2'}",,60.56
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2021,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.16
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2020,"{'Codigo': 'IV', 'Nombre': 'T4'}",,57.83
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2020,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.3
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2020,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.43
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2020,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.88
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2019,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.05
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2019,"{'Codigo': 'III', 'Nombre': 'T3'}",,58.17
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2019,"{'Codigo': 'II', 'Nombre': 'T2'}",,59.33
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2019,"{'Codigo': 'I', 'Nombre': 'T1'}",,58.53
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2018,"{'Codigo': 'IV', 'Nombre': 'T4'}",,58.39
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2018,"{'Codigo': 'III', 'Nombre': 'T3'}",,57.42
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2018,"{'Codigo': 'II', 'Nombre': 'T2'}",,58.32
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2018,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.24
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2017,"{'Codigo': 'IV', 'Nombre': 'T4'}",,56.66
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2017,"{'Codigo': 'III', 'Nombre': 'T3'}",,56.15
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2017,"{'Codigo': 'II', 'Nombre': 'T2'}",,57.03
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2017,"{'Codigo': 'I', 'Nombre': 'T1'}",,56.45
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2016,"{'Codigo': 'IV', 'Nombre': 'T4'}",,56.01
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2016,"{'Codigo': 'III', 'Nombre': 'T3'}",,55.51
EPA442747,"Tasa de empleo de la población. Hombres. Murcia, Región de. Total. ",2016,"{'Codigo': 'II', 'Nombre': 'T2'}",,56.81
